,Text,Probability
8944,Sarah's eye stopped tearing up after she removed the contact,0.42
8945,Sarah's eye stopped tearing up after she removed the contact,0.42
8946,Sarah's eye stopped tearing up after she removed the contact,0.42
8947,Sarah's eye stopped tearing up after she removed the contact,0.42
8948,Sarah's eye stopped tearing up after she removed the contact,0.42
8949,Sarah's eye stopped tearing up after she removed the contact,0.42
8950,Sarah's eye stopped tearing up after she removed the contact,0.42
8951,Sarah's eye stopped tearing up after she removed the contact,0.42
8952,Sarah's eye stopped tearing up after she removed the contact,0.42
8953,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8954,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8955,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8956,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8957,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8958,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8959,Sarah's eye stopped tearing up after she removed the eyelash,0.11
8960,Sarah's eye stopped tearing up after she removed the lens,0.09
8961,Sarah's eye stopped tearing up after she removed the lens,0.09
8962,Sarah's eye stopped tearing up after she removed the lens,0.09
8963,Sarah's eye stopped tearing up after she removed the lens,0.09
8964,Sarah's eye stopped tearing up after she removed the lens,0.09
8965,Sarah's eye stopped tearing up after she removed the lens,0.09
8966,Sarah's eye stopped tearing up after she removed the lash,0.06
8967,Sarah's eye stopped tearing up after she removed the lash,0.06
8968,Sarah's eye stopped tearing up after she removed the lash,0.06
8969,Sarah's eye stopped tearing up after she removed the lash,0.06
8970,Sarah's eye stopped tearing up after she removed the dirt,0.04
8971,Sarah's eye stopped tearing up after she removed the dirt,0.04
8972,Sarah's eye stopped tearing up after she removed the hair,0.04
8973,Sarah's eye stopped tearing up after she removed the hair,0.04
8974,Sarah's eye stopped tearing up after she removed the onions,0.03
8975,Sarah's eye stopped tearing up after she removed the onions,0.03
8976,Sarah's eye stopped tearing up after she removed the stye,0.02
8977,Sarah's eye stopped tearing up after she removed the bug,0.02
8978,Sarah's eye stopped tearing up after she removed the makeup,0.02
8979,Sarah's eye stopped tearing up after she removed the dust,0.02
8980,Sarah's eye stopped tearing up after she removed the onion,0.02
8981,Sarah's eye stopped tearing up after she removed the bandage,0.02
8982,Sarah's eye stopped tearing up after she removed the speck,0.02
8983,The tourists enjoyed hiking through the scenic mountains,0.19
8984,The tourists enjoyed hiking through the scenic mountains,0.19
8985,The tourists enjoyed hiking through the scenic mountains,0.19
8986,The tourists enjoyed hiking through the scenic mountains,0.19
8987,The tourists enjoyed hiking through the scenic mountains,0.19
8988,The tourists enjoyed hiking through the scenic mountains,0.19
8989,The tourists enjoyed hiking through the scenic mountains,0.19
8990,The tourists enjoyed hiking through the scenic mountains,0.19
8991,The tourists enjoyed hiking through the scenic mountains,0.19
8992,The tourists enjoyed hiking through the scenic mountains,0.19
8993,The tourists enjoyed hiking through the scenic mountains,0.19
8994,The tourists enjoyed hiking through the scenic mountains,0.19
8995,The tourists enjoyed hiking through the scenic forest,0.17
8996,The tourists enjoyed hiking through the scenic forest,0.17
8997,The tourists enjoyed hiking through the scenic forest,0.17
8998,The tourists enjoyed hiking through the scenic forest,0.17
8999,The tourists enjoyed hiking through the scenic forest,0.17
9000,The tourists enjoyed hiking through the scenic forest,0.17
9001,The tourists enjoyed hiking through the scenic forest,0.17
9002,The tourists enjoyed hiking through the scenic forest,0.17
9003,The tourists enjoyed hiking through the scenic forest,0.17
9004,The tourists enjoyed hiking through the scenic forest,0.17
9005,The tourists enjoyed hiking through the scenic forest,0.17
9006,The tourists enjoyed hiking through the scenic trail,0.13
9007,The tourists enjoyed hiking through the scenic trail,0.13
9008,The tourists enjoyed hiking through the scenic trail,0.13
9009,The tourists enjoyed hiking through the scenic trail,0.13
9010,The tourists enjoyed hiking through the scenic trail,0.13
9011,The tourists enjoyed hiking through the scenic trail,0.13
9012,The tourists enjoyed hiking through the scenic trail,0.13
9013,The tourists enjoyed hiking through the scenic trail,0.13
9014,The tourists enjoyed hiking through the scenic woods,0.1
9015,The tourists enjoyed hiking through the scenic woods,0.1
9016,The tourists enjoyed hiking through the scenic woods,0.1
9017,The tourists enjoyed hiking through the scenic woods,0.1
9018,The tourists enjoyed hiking through the scenic woods,0.1
9019,The tourists enjoyed hiking through the scenic woods,0.1
9020,The tourists enjoyed hiking through the scenic park,0.08
9021,The tourists enjoyed hiking through the scenic park,0.08
9022,The tourists enjoyed hiking through the scenic park,0.08
9023,The tourists enjoyed hiking through the scenic park,0.08
9024,The tourists enjoyed hiking through the scenic park,0.08
9025,The tourists enjoyed hiking through the scenic valley,0.07
9026,The tourists enjoyed hiking through the scenic valley,0.07
9027,The tourists enjoyed hiking through the scenic valley,0.07
9028,The tourists enjoyed hiking through the scenic valley,0.07
9029,The tourists enjoyed hiking through the scenic countryside,0.04
9030,The tourists enjoyed hiking through the scenic countryside,0.04
9031,The tourists enjoyed hiking through the scenic route,0.04
9032,The tourists enjoyed hiking through the scenic route,0.04
9033,The tourists enjoyed hiking through the scenic path,0.02
9034,The tourists enjoyed hiking through the scenic hills,0.02
9035,The tourists enjoyed hiking through the scenic trails,0.02
9036,The girl always listened to music when she studied,0.23
9037,The girl always listened to music when she studied,0.23
9038,The girl always listened to music when she studied,0.23
9039,The girl always listened to music when she studied,0.23
9040,The girl always listened to music when she studied,0.23
9041,The girl always listened to music when she studied,0.23
9042,The girl always listened to music when she studied,0.23
9043,The girl always listened to music when she studied,0.23
9044,The girl always listened to music when she studied,0.23
9045,The girl always listened to music when she studied,0.23
9046,The girl always listened to music when she studied,0.23
9047,The girl always listened to music when she studied,0.23
9048,The girl always listened to music when she studied,0.23
9049,The girl always listened to music when she studied,0.23
9050,The girl always listened to music when she studied,0.23
9051,The girl always listened to music when she worked,0.1
9052,The girl always listened to music when she worked,0.1
9053,The girl always listened to music when she worked,0.1
9054,The girl always listened to music when she worked,0.1
9055,The girl always listened to music when she worked,0.1
9056,The girl always listened to music when she worked,0.1
9057,The girl always listened to music when she ran,0.1
9058,The girl always listened to music when she ran,0.1
9059,The girl always listened to music when she ran,0.1
9060,The girl always listened to music when she ran,0.1
9061,The girl always listened to music when she ran,0.1
9062,The girl always listened to music when she ran,0.1
9063,The girl always listened to music when she jogged,0.06
9064,The girl always listened to music when she jogged,0.06
9065,The girl always listened to music when she jogged,0.06
9066,The girl always listened to music when she jogged,0.06
9067,The girl always listened to music when she drove,0.05
9068,The girl always listened to music when she drove,0.05
9069,The girl always listened to music when she drove,0.05
9070,The girl always listened to music when she cleaned,0.05
9071,The girl always listened to music when she cleaned,0.05
9072,The girl always listened to music when she cleaned,0.05
9073,The girl always listened to music when she read,0.04
9074,The girl always listened to music when she read,0.04
9075,The girl always listened to music when she slept,0.04
9076,The girl always listened to music when she slept,0.04
9077,The girl always listened to music when she exercised,0.03
9078,The girl always listened to music when she exercised,0.03
9079,The girl always listened to music when she danced,0.03
9080,The girl always listened to music when she danced,0.03
9081,The girl always listened to music when she walked,0.03
9082,The girl always listened to music when she walked,0.03
9083,The girl always listened to music when she relaxed,0.03
